State,District,Year,Area (Hectare),Production (Tonnes),Yield (Kg/Ha),Crop,Season,ndvi_mean,ndvi_max,ndvi_std,ndvi_reading_count
1. Karnataka,DHARWAD,2013,,,,Tobacco,Summer,,,,
1. Karnataka,DHARWAD,2014,,,,Tobacco,Summer,,,,
1. Karnataka,DHARWAD,2015,,,,Tobacco,Summer,,,,
1. Karnataka,DHARWAD,2016,,,,Tobacco,Summer,,,,
1. Karnataka,DHARWAD,2017,,,,Tobacco,Summer,,,,
1. Karnataka,DHARWAD,2018,,,,Tobacco,Summer,0.56945,0.5796,0.014354267658086905,2.0
1. Karnataka,DHARWAD,2019,3.0,3.0,1.0,Tobacco,Summer,0.5380690476190476,0.6644,0.06038455418761242,42.0
1. Karnataka,DHARWAD,2020,,,,Tobacco,Summer,0.5456228571428571,0.7633,0.14158422578662017,35.0
1. Karnataka,GADAG,2010,79.0,86.0,1.09,Tobacco,Summer,,,,
1. Karnataka,GADAG,2011,,,,Tobacco,Summer,,,,
1. Karnataka,GADAG,2012,,,,Tobacco,Summer,,,,
1. Karnataka,GADAG,2013,5.0,4.0,0.8,Tobacco,Summer,,,,
1. Karnataka,GADAG,2014,5.0,4.0,0.8,Tobacco,Summer,,,,
1. Karnataka,GADAG,2015,,,,Tobacco,Summer,,,,
1. Karnataka,GADAG,2016,2.0,1.0,0.5,Tobacco,Summer,,,,
1. Karnataka,GADAG,2017,2.0,2.0,1.0,Tobacco,Summer,,,,
1. Karnataka,GADAG,2018,5.0,4.0,0.8,Tobacco,Summer,0.2175,0.2175,,1.0
1. Karnataka,GADAG,2019,1.0,1.0,1.0,Tobacco,Summer,0.1521727272727273,0.1831,0.02089402263371469,11.0
1. Karnataka,GADAG,2020,7.0,6.0,0.86,Tobacco,Summer,0.17713333333333334,0.2218,0.026364701780979806,9.0
1. Karnataka,GULBARGA,2010,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2011,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2012,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2013,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2014,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2015,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2016,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2017,,,,Tobacco,Summer,,,,
1. Karnataka,GULBARGA,2018,8.0,7.0,0.88,Tobacco,Summer,0.7902,0.7902,,1.0
1. Karnataka,GULBARGA,2019,,,,Tobacco,Summer,0.43016000000000004,0.5643,0.09676730623281585,10.0
1. Karnataka,GULBARGA,2020,82.0,68.0,0.83,Tobacco,Summer,0.37255555555555553,0.4467,0.05910909640468019,9.0
1. Karnataka,HASSAN,2010,15525.0,14881.0,0.96,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2011,15902.0,15666.0,0.99,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2012,14688.0,14149.0,0.96,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2013,13850.0,11881.0,0.86,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2014,12037.0,10543.0,0.88,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2015,,,,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2016,11215.0,9259.0,0.83,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2017,12440.0,10908.0,0.88,Tobacco,Summer,,,,
1. Karnataka,HASSAN,2018,11116.0,7318.0,0.66,Tobacco,Summer,0.3635,0.3635,,1.0
1. Karnataka,HASSAN,2019,10190.0,6602.0,0.65,Tobacco,Summer,0.5301625,0.7486,0.17683828720452077,8.0
1. Karnataka,HASSAN,2020,7562.0,4847.0,0.64,Tobacco,Summer,0.5169,0.7102,0.16927561844518543,5.0
1. Karnataka,HAVERI,2010,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2011,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2012,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2013,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2014,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2015,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2016,1.0,1.0,1.0,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2017,,,,Tobacco,Summer,,,,
1. Karnataka,HAVERI,2018,4.0,3.0,0.75,Tobacco,Summer,0.2288,0.2288,,1.0
1. Karnataka,HAVERI,2019,6.0,5.0,0.83,Tobacco,Summer,0.19605999999999998,0.2495,0.031494239332155824,10.0
1. Karnataka,HAVERI,2020,4.0,3.0,0.75,Tobacco,Summer,0.2162625,0.2599,0.03934008996648874,8.0
1. Karnataka,KODAGU,2010,244.0,267.0,1.09,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2011,225.0,206.0,0.92,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2012,127.0,80.0,0.63,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2013,130.0,107.0,0.82,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2014,223.0,160.0,0.72,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2015,,,,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2016,28.0,20.0,0.71,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2017,28.0,26.0,0.93,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2018,,,,Tobacco,Summer,,,,
1. Karnataka,KODAGU,2019,5.0,4.0,0.8,Tobacco,Summer,0.28219,0.3446,0.06391945365501459,10.0
1. Karnataka,KODAGU,2020,,,,Tobacco,Summer,0.29784,0.3137,0.014103474749153142,5.0
1. Karnataka,KOLAR,2010,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2011,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2012,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2013,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2014,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2015,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2016,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2017,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2018,,,,Tobacco,Summer,,,,
1. Karnataka,KOLAR,2019,12.0,10.0,0.83,Tobacco,Summer,0.12887142857142858,0.175,0.030864257336802727,7.0
1. Karnataka,KOLAR,2020,2.0,2.0,1.0,Tobacco,Summer,0.15138000000000001,0.249,0.06132011904750349,5.0
1. Karnataka,KOPPAL,2010,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2011,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2012,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2013,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2014,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2015,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2016,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2017,,,,Tobacco,Summer,,,,
1. Karnataka,KOPPAL,2018,14.0,12.0,0.86,Tobacco,Summer,0.14875,0.1505,0.0024748737341529184,2.0
1. Karnataka,KOPPAL,2019,4.0,3.0,0.75,Tobacco,Summer,0.16626315789473683,0.1882,0.01790525095316754,19.0
1. Karnataka,KOPPAL,2020,13.0,11.0,0.85,Tobacco,Summer,0.25146315789473683,0.3189,0.0291827043626551,19.0
1. Karnataka,MANDYA,2010,,,,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2011,,,,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2012,2.0,1.0,0.5,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2013,6.0,5.0,0.83,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2014,,,,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2015,,,,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2016,2.0,1.0,0.5,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2017,,,,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2018,9.0,7.0,0.78,Tobacco,Summer,,,,
1. Karnataka,MANDYA,2019,13.0,11.0,0.85,Tobacco,Summer,0.61796,0.8302,0.19759961538424106,30.0
1. Karnataka,MANDYA,2020,10.0,8.0,0.8,Tobacco,Summer,0.588895,0.8416,0.2334016832911834,20.0
1. Karnataka,MYSORE,2010,88280.0,93343.0,1.06,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2011,82234.0,72185.0,0.88,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2012,75310.0,35558.0,0.47,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2013,84544.0,61282.0,0.72,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2014,72647.0,44721.0,0.62,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2015,,,,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2016,67594.0,39749.0,0.59,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2017,70596.0,57677.0,0.82,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2018,44109.0,34780.0,0.79,Tobacco,Summer,,,,
1. Karnataka,MYSORE,2019,78005.0,67435.0,0.86,Tobacco,Summer,0.10606666666666667,0.169,0.02261992379255404,15.0
1. Karnataka,MYSORE,2020,56331.0,46473.0,0.82,Tobacco,Summer,0.12354444444444443,0.1741,0.024659131732033424,9.0
1. Karnataka,RAICHUR,2010,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2011,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2012,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2013,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2014,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2015,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2016,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2017,,,,Tobacco,Summer,,,,
1. Karnataka,RAICHUR,2018,41.0,34.0,0.83,Tobacco,Summer,0.23025,0.2353,0.0071417784899841285,2.0
1. Karnataka,RAICHUR,2019,83.0,72.0,0.87,Tobacco,Summer,0.1290375,0.1935,0.060231529672312545,16.0
1. Karnataka,RAICHUR,2020,151.0,125.0,0.83,Tobacco,Summer,0.19441111111111112,0.2308,0.020550164988285408,18.0
1. Karnataka,RAMANAGARA,2010,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2011,18.0,16.0,0.89,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2012,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2013,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2014,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2015,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2016,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2017,,,,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2018,1.0,1.0,1.0,Tobacco,Summer,,,,
1. Karnataka,RAMANAGARA,2019,4.0,3.0,0.75,Tobacco,Summer,0.10737142857142858,0.1518,0.02146234798320959,7.0
1. Karnataka,RAMANAGARA,2020,1.0,1.0,1.0,Tobacco,Summer,0.12102500000000001,0.1514,0.022586334363946713,4.0
1. Karnataka,SHIMOGA,2010,48.0,52.0,1.08,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2011,39.0,36.0,0.92,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2012,15.0,9.0,0.6,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2013,2.0,2.0,1.0,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2014,6.0,4.0,0.67,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2015,,,,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2016,1.0,1.0,1.0,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2017,4.0,4.0,1.0,Tobacco,Summer,,,,
1. Karnataka,SHIMOGA,2018,3.0,2.0,0.67,Tobacco,Summer,0.6898,0.6898,,1.0
1. Karnataka,SHIMOGA,2019,1.0,1.0,1.0,Tobacco,Summer,0.6342444444444444,0.7548,0.18135880948489316,9.0
1. Karnataka,SHIMOGA,2020,1.0,1.0,1.0,Tobacco,Summer,0.78625,0.9072,0.08434024628169605,8.0
1. Karnataka,TUMKUR,2010,4.0,4.0,1.0,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2011,2.0,2.0,1.0,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2012,,,,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2013,,,,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2014,38.0,27.0,0.71,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2015,,,,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2016,2.0,1.0,0.5,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2017,,,,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2018,25.0,21.0,0.84,Tobacco,Summer,,,,
1. Karnataka,TUMKUR,2019,15.0,13.0,0.87,Tobacco,Summer,0.6205571428571428,0.7336,0.09117664777179023,14.0
1. Karnataka,TUMKUR,2020,15.0,12.0,0.8,Tobacco,Summer,0.51181,0.6655,0.10191940661348282,10.0
1. Karnataka,UDUPI,2010,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2011,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2012,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2013,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2014,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2015,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2016,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2017,,,,Tobacco,Summer,,,,
1. Karnataka,UDUPI,2018,4.0,3.0,0.75,Tobacco,Summer,0.3821,0.3821,,1.0
1. Karnataka,UDUPI,2019,,,,Tobacco,Summer,0.25751666666666667,0.4641,0.117640357304229,6.0
1. Karnataka,UDUPI,2020,2.0,2.0,1.0,Tobacco,Summer,0.25680000000000003,0.304,0.033349562715773835,4.0
1. Karnataka,UTTA,2010,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2011,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2012,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2013,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2014,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2015,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2016,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2017,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2018,,,,Tobacco,Summer,,,,
1. Karnataka,UTTA,2019,1.0,1.0,1.0,Tobacco,Summer,,,,
1. Karnataka,UTTA,2020,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2010,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2011,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2012,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2013,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2014,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2015,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2016,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2017,,,,Tobacco,Summer,,,,
1. Karnataka,YADGIR,2018,3.0,2.0,0.67,Tobacco,Summer,0.0746,0.0746,,1.0
1. Karnataka,YADGIR,2019,,,,Tobacco,Summer,0.13464,0.172,0.03566019255883699,10.0
1. Karnataka,YADGIR,2020,,,,Tobacco,Summer,0.13555555555555554,0.16,0.022211095825685364,9.0
1. Karnataka,BAGALKOT,2010,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2011,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2012,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2013,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2014,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2015,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2016,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2017,,,,Arecanut,Summer,,,,
1. Karnataka,BAGALKOT,2018,,,,Arecanut,Summer,0.0761,0.0761,,1.0
1. Karnataka,BAGALKOT,2019,4.0,43.0,10.75,Arecanut,Summer,0.1510090909090909,0.2957,0.06818299574740692,11.0
1. Karnataka,BAGALKOT,2020,5.0,56.0,11.2,Arecanut,Summer,0.22349999999999998,0.2567,0.019044815567497635,9.0
1. Karnataka,BANGALOR,2010,1213.0,13116.0,10.81,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2011,1615.0,13079.0,8.1,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2012,1380.0,11076.0,8.03,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2013,1695.0,18880.0,11.14,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2014,1519.0,14055.0,9.25,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2015,1569.0,15379.0,9.8,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2016,2322.0,23588.0,10.16,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2017,1911.0,20726.0,10.85,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2018,2924.0,26108.0,8.93,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2019,2780.0,30046.0,10.81,Arecanut,Summer,,,,
1. Karnataka,BANGALOR,2020,3014.0,33944.0,11.26,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2010,1.0,11.0,11.0,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2011,4.0,32.0,8.0,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2012,,,,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2013,2.0,22.0,11.0,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2014,7.0,65.0,9.29,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2015,4.0,39.0,9.75,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2016,3.0,30.0,10.0,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2017,,,,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2018,12.0,107.0,8.92,Arecanut,Summer,,,,
1. Karnataka,BELGAUM,2019,9.0,97.0,10.78,Arecanut,Summer,0.69089,0.7665,0.0467793983620045,10.0
1. Karnataka,BELGAUM,2020,14.0,158.0,11.29,Arecanut,Summer,0.6778875,0.7525,0.07331529634783886,8.0
1. Karnataka,BELLARY,2010,103.0,1114.0,10.82,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2011,108.0,875.0,8.1,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2012,132.0,1059.0,8.02,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2013,10.0,111.0,11.1,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2014,1.0,9.0,9.0,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2015,,,,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2016,11.0,112.0,10.18,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2017,14.0,152.0,10.86,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2018,1558.0,13911.0,8.93,Arecanut,Summer,,,,
1. Karnataka,BELLARY,2019,1263.0,13650.0,10.81,Arecanut,Summer,0.09974285714285715,0.1599,0.044920257388059597,7.0
1. Karnataka,BELLARY,2020,1477.0,16634.0,11.26,Arecanut,Summer,0.12706,0.1814,0.04618422890987788,5.0
1. Karnataka,BENGALUR,2010,383.0,4141.0,10.81,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2011,401.0,3247.0,8.1,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2012,346.0,2777.0,8.03,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2013,464.0,5168.0,11.14,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2014,231.0,2137.0,9.25,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2015,222.0,2176.0,9.8,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2016,264.0,2682.0,10.16,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2017,297.0,3221.0,10.85,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2018,401.0,3580.0,8.93,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2019,651.0,7036.0,10.81,Arecanut,Summer,,,,
1. Karnataka,BENGALUR,2020,834.0,9393.0,11.26,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2010,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2011,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2012,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2013,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2014,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2015,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2016,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2017,,,,Arecanut,Summer,,,,
1. Karnataka,BIDAR,2018,,,,Arecanut,Summer,0.5246,0.5246,,1.0
1. Karnataka,BIDAR,2019,,,,Arecanut,Summer,0.41886,0.4519,0.033407756916953024,10.0
1. Karnataka,BIDAR,2020,,,,Arecanut,Summer,0.4715888888888889,0.5602,0.0513541489181849,9.0
1. Karnataka,BIJAPUR,2010,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2011,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2012,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2013,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2014,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2015,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2016,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2017,,,,Arecanut,Summer,,,,
1. Karnataka,BIJAPUR,2018,3.0,27.0,9.0,Arecanut,Summer,0.3751,0.3751,,1.0
1. Karnataka,BIJAPUR,2019,3.0,32.0,10.67,Arecanut,Summer,0.30964545454545456,0.3728,0.03940975421482261,11.0
1. Karnataka,BIJAPUR,2020,7.0,79.0,11.29,Arecanut,Summer,0.3287777777777778,0.3844,0.04616469911571443,9.0
1. Karnataka,CHAMARAJANAGAR,2010,332.0,3590.0,10.81,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2011,332.0,2689.0,8.1,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2012,332.0,2665.0,8.03,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2013,297.0,3308.0,11.14,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2014,300.0,2776.0,9.25,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2015,301.0,2950.0,9.8,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2016,347.0,3525.0,10.16,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2017,351.0,3807.0,10.85,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2018,703.0,6277.0,8.93,Arecanut,Summer,,,,
1. Karnataka,CHAMARAJANAGAR,2019,793.0,8571.0,10.81,Arecanut,Summer,0.1120125,0.1372,0.01370770768582406,8.0
1. Karnataka,CHAMARAJANAGAR,2020,1083.0,12197.0,11.26,Arecanut,Summer,0.20756666666666668,0.2717,0.038746337461322285,6.0
1. Karnataka,CHIKBALLAPUR,2010,296.0,3201.0,10.81,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2011,159.0,1288.0,8.1,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2012,159.0,1276.0,8.03,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2013,159.0,1771.0,11.14,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2014,140.0,1295.0,9.25,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2015,182.0,1784.0,9.8,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2016,108.0,1097.0,10.16,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2017,110.0,1193.0,10.85,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2018,422.0,3768.0,8.93,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2019,413.0,4464.0,10.81,Arecanut,Summer,,,,
1. Karnataka,CHIKBALLAPUR,2020,469.0,5282.0,11.26,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2010,21517.0,232659.0,10.81,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2011,23085.0,120327.0,5.21,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2012,26470.0,137971.0,5.21,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2013,26814.0,298667.0,11.14,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2014,27765.0,147882.0,5.33,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2015,29322.0,152691.0,5.21,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2016,29045.0,166201.0,5.72,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2017,29298.0,198104.0,6.76,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2018,60660.0,335699.0,5.53,Arecanut,Summer,,,,
1. Karnataka,CHIKMAGALUR,2019,63587.0,650915.0,10.24,Arecanut,Summer,0.1435714285714286,0.1819,0.023471877803427826,7.0
1. Karnataka,CHIKMAGALUR,2020,71539.0,424226.0,5.93,Arecanut,Summer,0.1452,0.1856,0.06101696485404695,5.0
1. Karnataka,CHITRADURGA,2010,16229.0,160667.0,9.9,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2011,16363.0,132511.0,8.1,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2012,17251.0,138455.0,8.03,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2013,16848.0,217251.0,12.89,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2014,17190.0,194006.0,11.29,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2015,17506.0,179375.0,10.25,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2016,17663.0,160962.0,9.11,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2017,24244.0,260057.0,10.73,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2018,34385.0,379729.0,11.04,Arecanut,Summer,,,,
1. Karnataka,CHITRADURGA,2019,35058.0,364775.0,10.4,Arecanut,Summer,0.1255375,0.2094,0.06219214322220636,8.0
1. Karnataka,CHITRADURGA,2020,34866.0,377773.0,10.83,Arecanut,Summer,0.10538333333333333,0.1306,0.025657545998529686,6.0
1. Karnataka,DAKSHI,2010,27668.0,339926.0,12.29,Arecanut,Summer,,,,
1. Karnataka,DAKSHI,2011,27734.0,342934.0,12.37,Arecanut,Summer,,,,
1. Karnataka,DAKSHI,2012,27921.0,345246.0,12.37,Arecanut,Summer,,,,
1. Karnataka,DAKSHI,2013,28232.0,357756.0,12.67,Arecanut,Summer,,,,
1. Karnataka,DAKSHI,2014,35183.0,447929.0,12.73,Arecanut,Summer,,,,
