State,District,Year,Crop,Season,Yield
Karnataka,Kolar,2013 - 2014,Ragi,Summer,1.97
Karnataka,Kolar,2014 - 2015,Ragi,Summer,1.76
Karnataka,Kolar,2016 - 2017,Ragi,Summer,1.8
Karnataka,Kolar,2017 - 2018,Ragi,Summer,1.74
Karnataka,Kolar,2018 - 2019,Ragi,Summer,1.81
Karnataka,Kolar,2019 - 2020,Ragi,Summer,1.79
Karnataka,Kolar,2020 - 2021,Ragi,Summer,1.86
Karnataka,Koppal,2020 - 2021,Ragi,Summer,1.83
Karnataka,Mandya,2010 - 2011,Ragi,Summer,2.36
Karnataka,Mandya,2011 - 2012,Ragi,Summer,2.25
Karnataka,Mandya,2012 - 2013,Ragi,Summer,1.6
Karnataka,Mandya,2013 - 2014,Ragi,Summer,2.05
Karnataka,Mandya,2014 - 2015,Ragi,Summer,2.05
Karnataka,Mandya,2015 - 2016,Ragi,Summer,1.9
Karnataka,Mandya,2016 - 2017,Ragi,Summer,1.48
Karnataka,Mandya,2017 - 2018,Ragi,Summer,1.77
Karnataka,Mandya,2018 - 2019,Ragi,Summer,2.0
Karnataka,Mandya,2019 - 2020,Ragi,Summer,2.0
Karnataka,Mandya,2020 - 2021,Ragi,Summer,1.95
Karnataka,Mysore,2010 - 2011,Ragi,Summer,1.32
Karnataka,Mysore,2011 - 2012,Ragi,Summer,1.25
Karnataka,Mysore,2012 - 2013,Ragi,Summer,0.89
Karnataka,Mysore,2013 - 2014,Ragi,Summer,1.91
Karnataka,Mysore,2014 - 2015,Ragi,Summer,1.9
Karnataka,Mysore,2015 - 2016,Ragi,Summer,1.59
Karnataka,Mysore,2016 - 2017,Ragi,Summer,2.35
Karnataka,Mysore,2017 - 2018,Ragi,Summer,1.87
Karnataka,Mysore,2018 - 2019,Ragi,Summer,2.0
Karnataka,Mysore,2019 - 2020,Ragi,Summer,2.13
Karnataka,Mysore,2020 - 2021,Ragi,Summer,2.16
Karnataka,Ramanagara,2010 - 2011,Ragi,Summer,1.96
Karnataka,Ramanagara,2011 - 2012,Ragi,Summer,1.93
Karnataka,Ramanagara,2012 - 2013,Ragi,Summer,1.5
Karnataka,Ramanagara,2013 - 2014,Ragi,Summer,1.96
Karnataka,Ramanagara,2014 - 2015,Ragi,Summer,1.78
Karnataka,Ramanagara,2015 - 2016,Ragi,Summer,1.71
Karnataka,Ramanagara,2016 - 2017,Ragi,Summer,1.81
Karnataka,Ramanagara,2017 - 2018,Ragi,Summer,1.74
Karnataka,Ramanagara,2018 - 2019,Ragi,Summer,1.79
Karnataka,Ramanagara,2019 - 2020,Ragi,Summer,1.78
Karnataka,Ramanagara,2020 - 2021,Ragi,Summer,1.86
Karnataka,Shimoga,2010 - 2011,Ragi,Summer,1.95
Karnataka,Shimoga,2011 - 2012,Ragi,Summer,1.93
Karnataka,Shimoga,2012 - 2013,Ragi,Summer,1.49
Karnataka,Shimoga,2013 - 2014,Ragi,Summer,2.0
Karnataka,Shimoga,2015 - 2016,Ragi,Summer,1.71
Karnataka,Shimoga,2016 - 2017,Ragi,Summer,1.81
Karnataka,Shimoga,2017 - 2018,Ragi,Summer,1.73
Karnataka,Shimoga,2018 - 2019,Ragi,Summer,1.78
Karnataka,Shimoga,2019 - 2020,Ragi,Summer,1.75
Karnataka,Shimoga,2020 - 2021,Ragi,Summer,1.87
Karnataka,Tumkur,2010 - 2011,Ragi,Summer,1.96
Karnataka,Tumkur,2011 - 2012,Ragi,Summer,2.05
Karnataka,Tumkur,2012 - 2013,Ragi,Summer,1.39
Karnataka,Tumkur,2013 - 2014,Ragi,Summer,1.96
Karnataka,Tumkur,2014 - 2015,Ragi,Summer,1.78
Karnataka,Tumkur,2016 - 2017,Ragi,Summer,1.81
Karnataka,Tumkur,2017 - 2018,Ragi,Summer,1.74
Karnataka,Tumkur,2018 - 2019,Ragi,Summer,1.79
Karnataka,Tumkur,2019 - 2020,Ragi,Summer,1.78
Karnataka,Tumkur,2020 - 2021,Ragi,Summer,1.86
Karnataka,Yadgir,2019 - 2020,Ragi,Summer,1.67
Karnataka,Yadgir,2020 - 2021,Ragi,Summer,2.0
Karnataka,Bagalkot,2018 - 2019,Tapioca,Whole Year,13.0
Karnataka,Bagalkot,2019 - 2020,Tapioca,Whole Year,12.7
Karnataka,Bagalkot,2020 - 2021,Tapioca,Whole Year,12.83
Karnataka,rural,2010 - 2011,Tapioca,Whole Year,11.0
Karnataka,rural,2011 - 2012,Tapioca,Whole Year,10.56
Karnataka,rural,2012 - 2013,Tapioca,Whole Year,10.5
Karnataka,rural,2013 - 2014,Tapioca,Whole Year,8.75
Karnataka,rural,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,rural,2015 - 2016,Tapioca,Whole Year,7.5
Karnataka,rural,2016 - 2017,Tapioca,Whole Year,6.05
Karnataka,rural,2017 - 2018,Tapioca,Whole Year,8.38
Karnataka,rural,2018 - 2019,Tapioca,Whole Year,13.25
Karnataka,rural,2019 - 2020,Tapioca,Whole Year,12.73
Karnataka,rural,2020 - 2021,Tapioca,Whole Year,12.85
Karnataka,Belgaum,2012 - 2013,Tapioca,Whole Year,10.5
Karnataka,Belgaum,2013 - 2014,Tapioca,Whole Year,8.75
Karnataka,Belgaum,2015 - 2016,Tapioca,Whole Year,7.49
Karnataka,Belgaum,2019 - 2020,Tapioca,Whole Year,12.69
Karnataka,Belgaum,2020 - 2021,Tapioca,Whole Year,12.8
Karnataka,Bellary,2018 - 2019,Tapioca,Whole Year,13.33
Karnataka,urban,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,urban,2018 - 2019,Tapioca,Whole Year,13.25
Karnataka,urban,2019 - 2020,Tapioca,Whole Year,12.71
Karnataka,urban,2020 - 2021,Tapioca,Whole Year,12.8
Karnataka,Bidar,2018 - 2019,Tapioca,Whole Year,13.33
Karnataka,Bidar,2019 - 2020,Tapioca,Whole Year,12.71
Karnataka,Bidar,2020 - 2021,Tapioca,Whole Year,12.83
Karnataka,Bijapur,2019 - 2020,Tapioca,Whole Year,12.5
Karnataka,Bijapur,2020 - 2021,Tapioca,Whole Year,12.82
Karnataka,Chamarajanagar,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,Chamarajanagar,2015 - 2016,Tapioca,Whole Year,7.48
Karnataka,Chamarajanagar,2017 - 2018,Tapioca,Whole Year,8.36
Karnataka,Chamarajanagar,2018 - 2019,Tapioca,Whole Year,13.29
Karnataka,Chamarajanagar,2019 - 2020,Tapioca,Whole Year,13.01
Karnataka,Chamarajanagar,2020 - 2021,Tapioca,Whole Year,12.62
Karnataka,Chikballapur,2018 - 2019,Tapioca,Whole Year,13.5
Karnataka,Chikmagalur,2010 - 2011,Tapioca,Whole Year,11.07
Karnataka,Chikmagalur,2011 - 2012,Tapioca,Whole Year,10.53
Karnataka,Chikmagalur,2012 - 2013,Tapioca,Whole Year,10.57
Karnataka,Chikmagalur,2018 - 2019,Tapioca,Whole Year,13.29
Karnataka,Chikmagalur,2019 - 2020,Tapioca,Whole Year,12.67
Karnataka,Chikmagalur,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,kannad,2010 - 2011,Tapioca,Whole Year,10.87
Karnataka,kannad,2011 - 2012,Tapioca,Whole Year,11.11
Karnataka,kannad,2012 - 2013,Tapioca,Whole Year,11.11
Karnataka,kannad,2013 - 2014,Tapioca,Whole Year,8.18
Karnataka,kannad,2014 - 2015,Tapioca,Whole Year,8.54
Karnataka,kannad,2015 - 2016,Tapioca,Whole Year,6.63
Karnataka,kannad,2016 - 2017,Tapioca,Whole Year,4.45
Karnataka,kannad,2017 - 2018,Tapioca,Whole Year,7.34
Karnataka,kannad,2018 - 2019,Tapioca,Whole Year,12.0
Karnataka,kannad,2019 - 2020,Tapioca,Whole Year,13.0
Karnataka,kannad,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Dharwad,2019 - 2020,Tapioca,Whole Year,12.69
Karnataka,Dharwad,2020 - 2021,Tapioca,Whole Year,12.86
Karnataka,Gadag,2017 - 2018,Tapioca,Whole Year,8.25
Karnataka,Gadag,2018 - 2019,Tapioca,Whole Year,13.29
Karnataka,Gadag,2019 - 2020,Tapioca,Whole Year,12.7
Karnataka,Gadag,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Gulbarga,2018 - 2019,Tapioca,Whole Year,13.33
Karnataka,Gulbarga,2019 - 2020,Tapioca,Whole Year,12.69
Karnataka,Gulbarga,2020 - 2021,Tapioca,Whole Year,12.0
Karnataka,Hassan,2012 - 2013,Tapioca,Whole Year,10.56
Karnataka,Hassan,2015 - 2016,Tapioca,Whole Year,7.5
Karnataka,Hassan,2016 - 2017,Tapioca,Whole Year,6.08
Karnataka,Hassan,2017 - 2018,Tapioca,Whole Year,8.36
Karnataka,Hassan,2018 - 2019,Tapioca,Whole Year,13.27
Karnataka,Hassan,2019 - 2020,Tapioca,Whole Year,12.7
Karnataka,Hassan,2020 - 2021,Tapioca,Whole Year,12.54
Karnataka,Haveri,2019 - 2020,Tapioca,Whole Year,13.0
Karnataka,Haveri,2020 - 2021,Tapioca,Whole Year,12.75
Karnataka,Kodagu,2010 - 2011,Tapioca,Whole Year,11.87
Karnataka,Kodagu,2011 - 2012,Tapioca,Whole Year,8.17
Karnataka,Kodagu,2012 - 2013,Tapioca,Whole Year,8.18
Karnataka,Kodagu,2013 - 2014,Tapioca,Whole Year,11.21
Karnataka,Kodagu,2014 - 2015,Tapioca,Whole Year,11.08
Karnataka,Kodagu,2015 - 2016,Tapioca,Whole Year,11.14
Karnataka,Kodagu,2016 - 2017,Tapioca,Whole Year,11.54
Karnataka,Kodagu,2017 - 2018,Tapioca,Whole Year,11.87
Karnataka,Kodagu,2018 - 2019,Tapioca,Whole Year,13.33
Karnataka,Kodagu,2019 - 2020,Tapioca,Whole Year,12.26
Karnataka,Kodagu,2020 - 2021,Tapioca,Whole Year,12.29
Karnataka,Kolar,2018 - 2019,Tapioca,Whole Year,13.33
Karnataka,Kolar,2019 - 2020,Tapioca,Whole Year,12.67
Karnataka,Kolar,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Koppal,2019 - 2020,Tapioca,Whole Year,12.67
Karnataka,Koppal,2020 - 2021,Tapioca,Whole Year,12.8
Karnataka,Mandya,2012 - 2013,Tapioca,Whole Year,10.58
Karnataka,Mandya,2013 - 2014,Tapioca,Whole Year,8.5
Karnataka,Mandya,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,Mandya,2015 - 2016,Tapioca,Whole Year,7.0
Karnataka,Mandya,2018 - 2019,Tapioca,Whole Year,13.0
Karnataka,Mandya,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Mysore,2010 - 2011,Tapioca,Whole Year,11.08
Karnataka,Mysore,2011 - 2012,Tapioca,Whole Year,10.57
Karnataka,Mysore,2012 - 2013,Tapioca,Whole Year,10.58
Karnataka,Mysore,2013 - 2014,Tapioca,Whole Year,8.5
Karnataka,Mysore,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,Mysore,2015 - 2016,Tapioca,Whole Year,7.5
Karnataka,Mysore,2016 - 2017,Tapioca,Whole Year,6.06
Karnataka,Mysore,2017 - 2018,Tapioca,Whole Year,8.39
Karnataka,Mysore,2018 - 2019,Tapioca,Whole Year,13.29
Karnataka,Mysore,2019 - 2020,Tapioca,Whole Year,12.7
Karnataka,Mysore,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Raichur,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Ramanagara,2010 - 2011,Tapioca,Whole Year,11.0
Karnataka,Ramanagara,2011 - 2012,Tapioca,Whole Year,10.6
Karnataka,Ramanagara,2012 - 2013,Tapioca,Whole Year,10.5
Karnataka,Ramanagara,2013 - 2014,Tapioca,Whole Year,8.75
Karnataka,Ramanagara,2014 - 2015,Tapioca,Whole Year,9.0
Karnataka,Ramanagara,2015 - 2016,Tapioca,Whole Year,7.5
Karnataka,Ramanagara,2016 - 2017,Tapioca,Whole Year,6.0
Karnataka,Ramanagara,2017 - 2018,Tapioca,Whole Year,8.33
Karnataka,Ramanagara,2018 - 2019,Tapioca,Whole Year,13.28
Karnataka,Ramanagara,2019 - 2020,Tapioca,Whole Year,12.67
Karnataka,Ramanagara,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Shimoga,2010 - 2011,Tapioca,Whole Year,11.06
Karnataka,Shimoga,2011 - 2012,Tapioca,Whole Year,10.5
Karnataka,Shimoga,2018 - 2019,Tapioca,Whole Year,13.5
Karnataka,Shimoga,2019 - 2020,Tapioca,Whole Year,12.75
Karnataka,Shimoga,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Tumkur,2010 - 2011,Tapioca,Whole Year,11.05
Karnataka,Tumkur,2011 - 2012,Tapioca,Whole Year,10.58
Karnataka,Tumkur,2012 - 2013,Tapioca,Whole Year,10.55
Karnataka,Tumkur,2013 - 2014,Tapioca,Whole Year,8.75
Karnataka,Tumkur,2015 - 2016,Tapioca,Whole Year,7.48
Karnataka,Tumkur,2016 - 2017,Tapioca,Whole Year,6.06
Karnataka,Tumkur,2017 - 2018,Tapioca,Whole Year,8.36
Karnataka,Tumkur,2018 - 2019,Tapioca,Whole Year,13.29
Karnataka,Tumkur,2019 - 2020,Tapioca,Whole Year,12.75
Karnataka,Tumkur,2020 - 2021,Tapioca,Whole Year,12.87
Karnataka,Udupi,2010 - 2011,Tapioca,Whole Year,11.06
Karnataka,Udupi,2011 - 2012,Tapioca,Whole Year,10.55
Karnataka,Udupi,2012 - 2013,Tapioca,Whole Year,10.56
Karnataka,Udupi,2013 - 2014,Tapioca,Whole Year,8.75
Karnataka,Udupi,2014 - 2015,Tapioca,Whole Year,8.97
Karnataka,Udupi,2015 - 2016,Tapioca,Whole Year,7.5
Karnataka,Udupi,2016 - 2017,Tapioca,Whole Year,6.06
Karnataka,Udupi,2017 - 2018,Tapioca,Whole Year,8.38
Karnataka,Udupi,2018 - 2019,Tapioca,Whole Year,13.5
Karnataka,Udupi,2019 - 2020,Tapioca,Whole Year,12.67
Karnataka,Udupi,2020 - 2021,Tapioca,Whole Year,12.8
Karnataka,kannad,2020 - 2021,Tapioca,Whole Year,13.0
Karnataka,Yadgir,2018 - 2019,Tapioca,Whole Year,13.5
Karnataka,Yadgir,2019 - 2020,Tapioca,Whole Year,12.68
Karnataka,Yadgir,2020 - 2021,Tapioca,Whole Year,12.86
Karnataka,Bagalkot,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,Bagalkot,2019 - 2020,Tobacco,Whole Year,0.86
Karnataka,Bagalkot,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,rural,2013 - 2014,Tobacco,Whole Year,0.81
Karnataka,rural,2018 - 2019,Tobacco,Whole Year,0.67
Karnataka,rural,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,rural,2020 - 2021,Tobacco,Whole Year,0.67
Karnataka,Belgaum,2010 - 2011,Tobacco,Whole Year,1.39
Karnataka,Belgaum,2011 - 2012,Tobacco,Whole Year,1.06
Karnataka,Belgaum,2012 - 2013,Tobacco,Whole Year,1.05
Karnataka,Belgaum,2013 - 2014,Tobacco,Whole Year,1.64
Karnataka,Belgaum,2014 - 2015,Tobacco,Whole Year,1.33
Karnataka,Belgaum,2016 - 2017,Tobacco,Whole Year,1.52
Karnataka,Belgaum,2017 - 2018,Tobacco,Whole Year,1.68
Karnataka,Belgaum,2018 - 2019,Tobacco,Whole Year,1.22
Karnataka,Belgaum,2019 - 2020,Tobacco,Whole Year,1.28
Karnataka,Belgaum,2020 - 2021,Tobacco,Whole Year,1.11
Karnataka,Bellary,2010 - 2011,Tobacco,Whole Year,1.09
Karnataka,Bellary,2011 - 2012,Tobacco,Whole Year,0.92
Karnataka,Bellary,2012 - 2013,Tobacco,Whole Year,0.6
Karnataka,Bellary,2013 - 2014,Tobacco,Whole Year,0.78
Karnataka,Bellary,2014 - 2015,Tobacco,Whole Year,0.72
Karnataka,Bellary,2016 - 2017,Tobacco,Whole Year,0.74
Karnataka,Bellary,2017 - 2018,Tobacco,Whole Year,0.92
Karnataka,Bellary,2018 - 2019,Tobacco,Whole Year,0.83
Karnataka,Bellary,2019 - 2020,Tobacco,Whole Year,0.87
Karnataka,Bellary,2020 - 2021,Tobacco,Whole Year,0.83
Karnataka,urban,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,urban,2019 - 2020,Tobacco,Whole Year,0.86
Karnataka,urban,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,Bidar,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,Bidar,2020 - 2021,Tobacco,Whole Year,0.67
Karnataka,Bijapur,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,Bijapur,2019 - 2020,Tobacco,Whole Year,0.75
Karnataka,Bijapur,2020 - 2021,Tobacco,Whole Year,0.78
Karnataka,Chamarajanagar,2010 - 2011,Tobacco,Whole Year,1.09
Karnataka,Chamarajanagar,2011 - 2012,Tobacco,Whole Year,0.91
Karnataka,Chamarajanagar,2012 - 2013,Tobacco,Whole Year,0.6
Karnataka,Chamarajanagar,2013 - 2014,Tobacco,Whole Year,0.82
Karnataka,Chamarajanagar,2014 - 2015,Tobacco,Whole Year,0.72
Karnataka,Chamarajanagar,2016 - 2017,Tobacco,Whole Year,0.73
Karnataka,Chamarajanagar,2017 - 2018,Tobacco,Whole Year,0.92
Karnataka,Chamarajanagar,2018 - 2019,Tobacco,Whole Year,0.82
Karnataka,Chamarajanagar,2019 - 2020,Tobacco,Whole Year,0.87
Karnataka,Chamarajanagar,2020 - 2021,Tobacco,Whole Year,0.83
Karnataka,Chikballapur,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,Chikballapur,2019 - 2020,Tobacco,Whole Year,0.83
Karnataka,Chikballapur,2020 - 2021,Tobacco,Whole Year,0.8
Karnataka,Chikmagalur,2010 - 2011,Tobacco,Whole Year,1.11
Karnataka,Chikmagalur,2011 - 2012,Tobacco,Whole Year,0.93
Karnataka,Chikmagalur,2012 - 2013,Tobacco,Whole Year,0.63
Karnataka,Chikmagalur,2013 - 2014,Tobacco,Whole Year,0.8
Karnataka,Chikmagalur,2014 - 2015,Tobacco,Whole Year,0.72
Karnataka,Chikmagalur,2016 - 2017,Tobacco,Whole Year,0.71
Karnataka,Chikmagalur,2018 - 2019,Tobacco,Whole Year,0.67
Karnataka,Chikmagalur,2019 - 2020,Tobacco,Whole Year,0.85
Karnataka,Chikmagalur,2020 - 2021,Tobacco,Whole Year,0.78
Karnataka,Chitradurga,2010 - 2011,Tobacco,Whole Year,1.09
Karnataka,Chitradurga,2011 - 2012,Tobacco,Whole Year,0.92
Karnataka,Chitradurga,2012 - 2013,Tobacco,Whole Year,0.62
Karnataka,Chitradurga,2013 - 2014,Tobacco,Whole Year,0.82
Karnataka,Chitradurga,2018 - 2019,Tobacco,Whole Year,0.86
Karnataka,Chitradurga,2019 - 2020,Tobacco,Whole Year,0.86
Karnataka,Chitradurga,2020 - 2021,Tobacco,Whole Year,0.83
Karnataka,kannad,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,kannad,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,kannad,2020 - 2021,Tobacco,Whole Year,0.84
Karnataka,Davangere,2010 - 2011,Tobacco,Whole Year,0.86
Karnataka,Davangere,2011 - 2012,Tobacco,Whole Year,0.92
Karnataka,Davangere,2012 - 2013,Tobacco,Whole Year,0.63
Karnataka,Davangere,2013 - 2014,Tobacco,Whole Year,0.82
Karnataka,Davangere,2014 - 2015,Tobacco,Whole Year,0.72
Karnataka,Davangere,2016 - 2017,Tobacco,Whole Year,0.73
Karnataka,Davangere,2017 - 2018,Tobacco,Whole Year,0.94
Karnataka,Davangere,2018 - 2019,Tobacco,Whole Year,0.83
Karnataka,Davangere,2019 - 2020,Tobacco,Whole Year,0.87
Karnataka,Davangere,2020 - 2021,Tobacco,Whole Year,0.82
Karnataka,Dharwad,2010 - 2011,Tobacco,Whole Year,1.0
Karnataka,Dharwad,2011 - 2012,Tobacco,Whole Year,1.0
Karnataka,Dharwad,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,Gadag,2010 - 2011,Tobacco,Whole Year,1.09
Karnataka,Gadag,2013 - 2014,Tobacco,Whole Year,0.8
Karnataka,Gadag,2014 - 2015,Tobacco,Whole Year,0.8
Karnataka,Gadag,2016 - 2017,Tobacco,Whole Year,0.5
Karnataka,Gadag,2017 - 2018,Tobacco,Whole Year,1.0
Karnataka,Gadag,2018 - 2019,Tobacco,Whole Year,0.8
Karnataka,Gadag,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,Gadag,2020 - 2021,Tobacco,Whole Year,0.86
Karnataka,Gulbarga,2018 - 2019,Tobacco,Whole Year,0.88
Karnataka,Gulbarga,2020 - 2021,Tobacco,Whole Year,0.83
Karnataka,Hassan,2010 - 2011,Tobacco,Whole Year,0.96
Karnataka,Hassan,2011 - 2012,Tobacco,Whole Year,0.99
Karnataka,Hassan,2012 - 2013,Tobacco,Whole Year,0.96
Karnataka,Hassan,2013 - 2014,Tobacco,Whole Year,0.86
Karnataka,Hassan,2014 - 2015,Tobacco,Whole Year,0.88
Karnataka,Hassan,2016 - 2017,Tobacco,Whole Year,0.83
Karnataka,Hassan,2017 - 2018,Tobacco,Whole Year,0.88
Karnataka,Hassan,2018 - 2019,Tobacco,Whole Year,0.66
Karnataka,Hassan,2019 - 2020,Tobacco,Whole Year,0.65
Karnataka,Hassan,2020 - 2021,Tobacco,Whole Year,0.64
Karnataka,Haveri,2016 - 2017,Tobacco,Whole Year,1.0
Karnataka,Haveri,2018 - 2019,Tobacco,Whole Year,0.75
Karnataka,Haveri,2019 - 2020,Tobacco,Whole Year,0.83
Karnataka,Haveri,2020 - 2021,Tobacco,Whole Year,0.75
Karnataka,Kodagu,2010 - 2011,Tobacco,Whole Year,1.09
Karnataka,Kodagu,2011 - 2012,Tobacco,Whole Year,0.92
Karnataka,Kodagu,2012 - 2013,Tobacco,Whole Year,0.63
Karnataka,Kodagu,2013 - 2014,Tobacco,Whole Year,0.82
Karnataka,Kodagu,2014 - 2015,Tobacco,Whole Year,0.72
Karnataka,Kodagu,2016 - 2017,Tobacco,Whole Year,0.71
Karnataka,Kodagu,2017 - 2018,Tobacco,Whole Year,0.93
Karnataka,Kodagu,2019 - 2020,Tobacco,Whole Year,0.8
Karnataka,Kolar,2019 - 2020,Tobacco,Whole Year,0.83
Karnataka,Kolar,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,Koppal,2018 - 2019,Tobacco,Whole Year,0.86
Karnataka,Koppal,2019 - 2020,Tobacco,Whole Year,0.75
Karnataka,Koppal,2020 - 2021,Tobacco,Whole Year,0.85
Karnataka,Mandya,2012 - 2013,Tobacco,Whole Year,0.5
Karnataka,Mandya,2013 - 2014,Tobacco,Whole Year,0.83
Karnataka,Mandya,2016 - 2017,Tobacco,Whole Year,0.5
Karnataka,Mandya,2018 - 2019,Tobacco,Whole Year,0.78
Karnataka,Mandya,2019 - 2020,Tobacco,Whole Year,0.85
Karnataka,Mandya,2020 - 2021,Tobacco,Whole Year,0.8
Karnataka,Mysore,2010 - 2011,Tobacco,Whole Year,1.06
Karnataka,Mysore,2011 - 2012,Tobacco,Whole Year,0.88
Karnataka,Mysore,2012 - 2013,Tobacco,Whole Year,0.47
Karnataka,Mysore,2013 - 2014,Tobacco,Whole Year,0.72
Karnataka,Mysore,2014 - 2015,Tobacco,Whole Year,0.62
Karnataka,Mysore,2016 - 2017,Tobacco,Whole Year,0.59
Karnataka,Mysore,2017 - 2018,Tobacco,Whole Year,0.82
Karnataka,Mysore,2018 - 2019,Tobacco,Whole Year,0.79
Karnataka,Mysore,2019 - 2020,Tobacco,Whole Year,0.86
Karnataka,Mysore,2020 - 2021,Tobacco,Whole Year,0.82
Karnataka,Raichur,2018 - 2019,Tobacco,Whole Year,0.83
Karnataka,Raichur,2019 - 2020,Tobacco,Whole Year,0.87
Karnataka,Raichur,2020 - 2021,Tobacco,Whole Year,0.83
Karnataka,Ramanagara,2011 - 2012,Tobacco,Whole Year,0.89
Karnataka,Ramanagara,2018 - 2019,Tobacco,Whole Year,1.0
Karnataka,Ramanagara,2019 - 2020,Tobacco,Whole Year,0.75
Karnataka,Ramanagara,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,Shimoga,2010 - 2011,Tobacco,Whole Year,1.08
Karnataka,Shimoga,2011 - 2012,Tobacco,Whole Year,0.92
Karnataka,Shimoga,2012 - 2013,Tobacco,Whole Year,0.6
Karnataka,Shimoga,2013 - 2014,Tobacco,Whole Year,1.0
Karnataka,Shimoga,2014 - 2015,Tobacco,Whole Year,0.67
Karnataka,Shimoga,2016 - 2017,Tobacco,Whole Year,1.0
Karnataka,Shimoga,2017 - 2018,Tobacco,Whole Year,1.0
Karnataka,Shimoga,2018 - 2019,Tobacco,Whole Year,0.67
Karnataka,Shimoga,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,Shimoga,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,Tumkur,2010 - 2011,Tobacco,Whole Year,1.0
Karnataka,Tumkur,2011 - 2012,Tobacco,Whole Year,1.0
Karnataka,Tumkur,2014 - 2015,Tobacco,Whole Year,0.71
Karnataka,Tumkur,2016 - 2017,Tobacco,Whole Year,0.5
Karnataka,Tumkur,2018 - 2019,Tobacco,Whole Year,0.84
Karnataka,Tumkur,2019 - 2020,Tobacco,Whole Year,0.87
Karnataka,Tumkur,2020 - 2021,Tobacco,Whole Year,0.8
Karnataka,Udupi,2018 - 2019,Tobacco,Whole Year,0.75
Karnataka,Udupi,2020 - 2021,Tobacco,Whole Year,1.0
Karnataka,kannad,2019 - 2020,Tobacco,Whole Year,1.0
Karnataka,Yadgir,2018 - 2019,Tobacco,Whole Year,0.67
Karnataka,Bagalkot,2019 - 2020,Arecanut,Whole Year,10.75
Karnataka,Bagalkot,2020 - 2021,Arecanut,Whole Year,11.2
Karnataka,rural,2010 - 2011,Arecanut,Whole Year,10.81
Karnataka,rural,2011 - 2012,Arecanut,Whole Year,8.1
Karnataka,rural,2012 - 2013,Arecanut,Whole Year,8.03
Karnataka,rural,2013 - 2014,Arecanut,Whole Year,11.14
Karnataka,rural,2014 - 2015,Arecanut,Whole Year,9.25
Karnataka,rural,2015 - 2016,Arecanut,Whole Year,9.8
Karnataka,rural,2016 - 2017,Arecanut,Whole Year,10.16
Karnataka,rural,2017 - 2018,Arecanut,Whole Year,10.85
Karnataka,rural,2018 - 2019,Arecanut,Whole Year,8.93
Karnataka,rural,2019 - 2020,Arecanut,Whole Year,10.81
Karnataka,rural,2020 - 2021,Arecanut,Whole Year,11.26
Karnataka,Belgaum,2010 - 2011,Arecanut,Whole Year,11.0
Karnataka,Belgaum,2011 - 2012,Arecanut,Whole Year,8.0
Karnataka,Belgaum,2013 - 2014,Arecanut,Whole Year,11.0
Karnataka,Belgaum,2014 - 2015,Arecanut,Whole Year,9.29
Karnataka,Belgaum,2015 - 2016,Arecanut,Whole Year,9.75
Karnataka,Belgaum,2016 - 2017,Arecanut,Whole Year,10.0
Karnataka,Belgaum,2018 - 2019,Arecanut,Whole Year,8.92
Karnataka,Belgaum,2019 - 2020,Arecanut,Whole Year,10.78
Karnataka,Belgaum,2020 - 2021,Arecanut,Whole Year,11.29
Karnataka,Bellary,2010 - 2011,Arecanut,Whole Year,10.82
Karnataka,Bellary,2011 - 2012,Arecanut,Whole Year,8.1
Karnataka,Bellary,2012 - 2013,Arecanut,Whole Year,8.02
Karnataka,Bellary,2013 - 2014,Arecanut,Whole Year,11.1
Karnataka,Bellary,2014 - 2015,Arecanut,Whole Year,9.0
Karnataka,Bellary,2016 - 2017,Arecanut,Whole Year,10.18
