
date,ndvi,District
2019-02-16,0.4235,TUMKUR
2019-02-18,0.6096,TUMKUR
2019-02-21,0.6883,TUMKUR
2019-02-23,0.6348,TUMKUR
2019-02-26,0.5368,TUMKUR
2019-02-28,0.7041,TUMKUR
2019-03-03,0.3925,TUMKUR
2019-03-08,0.7195,TUMKUR
2019-03-10,0.4431,TUMKUR
2019-03-13,0.7037,TUMKUR
2019-03-13,0.7221,TUMKUR
2019-03-15,0.6067,TUMKUR
2019-03-18,0.5108,TUMKUR
2019-03-20,0.454,TUMKUR
2019-03-23,0.6122,TUMKUR
2019-03-25,0.4839,TUMKUR
2019-03-28,0.6689,TUMKUR
2019-03-30,0.5851,TUMKUR
2019-04-02,0.6123,TUMKUR
2019-04-04,0.5526,TUMKUR
2019-04-07,0.5844,TUMKUR
2019-04-09,0.6983,TUMKUR
2019-04-12,0.6989,TUMKUR
2019-04-14,0.5373,TUMKUR
2019-04-17,0.4796,TUMKUR
2019-04-19,0.7255,TUMKUR
2019-04-22,0.7076,TUMKUR
2019-04-24,0.5669,TUMKUR
2019-05-14,0.5246,TUMKUR
2019-05-17,0.5348,TUMKUR
2019-05-19,0.7314,TUMKUR
2019-05-22,0.7336,TUMKUR
2019-11-05,0.6085,TUMKUR
2019-11-13,0.6733,TUMKUR
2019-11-23,0.7092,TUMKUR
2019-12-10,0.5782,TUMKUR
2019-12-13,0.5982,TUMKUR
2019-12-28,0.6409,TUMKUR
2019-12-30,0.5365,TUMKUR
2020-01-04,0.5453,TUMKUR
2020-01-07,0.478,TUMKUR
2020-01-09,0.4654,TUMKUR
2020-01-12,0.6306,TUMKUR
2020-01-14,0.4875,TUMKUR
2020-01-17,0.5562,TUMKUR
2020-01-19,0.444,TUMKUR
2020-01-22,0.4939,TUMKUR
2020-01-24,0.5328,TUMKUR
2020-01-27,0.5899,TUMKUR
2020-01-29,0.4254,TUMKUR
2020-01-29,0.4779,TUMKUR
2020-02-01,0.4434,TUMKUR
2020-02-03,0.5526,TUMKUR
2020-02-08,0.501,TUMKUR
2020-02-11,0.3862,TUMKUR
2020-02-13,0.5369,TUMKUR
2020-02-16,0.5516,TUMKUR
2020-02-18,0.5028,TUMKUR
2020-02-21,0.3903,TUMKUR
2020-02-26,0.466,TUMKUR
2020-03-12,0.6247,TUMKUR
2020-03-14,0.5805,TUMKUR
2020-03-17,0.5873,TUMKUR
2020-03-19,0.4397,TUMKUR
2020-03-22,0.4807,TUMKUR
2020-03-24,0.5548,TUMKUR
2020-03-29,0.4319,TUMKUR
2020-04-01,0.407,TUMKUR
2020-04-06,0.4637,TUMKUR
2020-04-08,0.4751,TUMKUR
2020-04-11,0.6333,TUMKUR
2020-04-13,0.575,TUMKUR
2020-04-16,0.5944,TUMKUR
2020-04-18,0.346,TUMKUR
2020-04-21,0.4809,TUMKUR
2020-05-26,0.6655,TUMKUR
2020-05-28,0.4772,TUMKUR
2020-10-08,0.4218,TUMKUR
2020-10-28,0.597,TUMKUR
2020-11-22,0.6515,TUMKUR
2020-12-12,0.6785,TUMKUR
2020-12-14,0.501,TUMKUR
2020-12-22,0.5751,TUMKUR
2020-12-24,0.3363,TUMKUR
2020-12-27,0.5131,TUMKUR
2020-12-29,0.6216,TUMKUR
2018-02-21,0.2842,UDUPI
2018-04-02,0.3821,UDUPI
2018-12-18,0.2622,UDUPI
2018-12-23,0.1124,UDUPI
2018-12-28,0.1289,UDUPI
2019-01-02,0.2332,UDUPI
2019-01-07,0.147,UDUPI
2019-01-12,0.0695,UDUPI
2019-01-17,0.3993,UDUPI
2019-01-27,0.1661,UDUPI
2019-02-01,0.1873,UDUPI
2019-02-11,0.1411,UDUPI
2019-02-16,0.296,UDUPI
2019-02-21,0.2439,UDUPI
2019-02-26,0.2286,UDUPI
2019-03-03,0.2359,UDUPI
2019-03-08,0.2172,UDUPI
2019-03-13,0.1557,UDUPI
2019-03-18,0.4657,UDUPI
2019-03-23,0.2046,UDUPI
2019-03-28,-0.0097,UDUPI
2019-04-12,0.2136,UDUPI
2019-04-17,0.4641,UDUPI
2019-04-22,0.2017,UDUPI
2019-05-12,0.1144,UDUPI
2019-05-17,0.2886,UDUPI
2019-05-27,0.2627,UDUPI
2019-10-29,0.2264,UDUPI
2019-11-08,0.2596,UDUPI
2019-11-13,0.3172,UDUPI
2019-11-18,0.1982,UDUPI
2019-11-23,0.296,UDUPI
2019-11-28,0.4325,UDUPI
2019-12-08,0.3789,UDUPI
2019-12-13,0.6088,UDUPI
2019-12-18,0.503,UDUPI
2019-12-28,0.2509,UDUPI
2020-01-07,0.3243,UDUPI
2020-01-12,0.1877,UDUPI
2020-01-17,0.3946,UDUPI
2020-01-22,0.5417,UDUPI
2020-01-27,0.1667,UDUPI
2020-02-01,0.2108,UDUPI
2020-02-11,0.3294,UDUPI
2020-02-16,0.2068,UDUPI
2020-02-21,0.1935,UDUPI
2020-02-26,0.1504,UDUPI
2020-03-07,0.0867,UDUPI
2020-03-12,0.1483,UDUPI
2020-03-17,0.3542,UDUPI
2020-03-22,0.4025,UDUPI
2020-03-27,0.0771,UDUPI
2020-04-01,0.25,UDUPI
2020-04-06,0.2477,UDUPI
2020-04-11,0.2255,UDUPI
2020-04-16,0.304,UDUPI
2020-10-08,0.2025,UDUPI
2020-10-28,0.078,UDUPI
2020-11-27,0.2407,UDUPI
2020-12-02,0.4798,UDUPI
2020-12-17,0.4346,UDUPI
2020-12-22,0.3365,UDUPI
2020-12-27,0.2306,UDUPI
2018-12-16,0.5054,BELGAUM
2018-12-21,0.626,BELGAUM
2018-12-26,0.6232,BELGAUM
2018-12-31,0.6825,BELGAUM
2019-01-05,0.7476,BELGAUM
2019-01-10,0.599,BELGAUM
2019-01-15,0.65,BELGAUM
2019-01-20,0.6165,BELGAUM
2019-01-25,-0.0273,BELGAUM
2019-01-30,0.594,BELGAUM
2019-02-04,0.609,BELGAUM
2019-02-09,0.5402,BELGAUM
2019-02-14,0.5234,BELGAUM
2019-02-19,0.4247,BELGAUM
2019-02-24,0.5992,BELGAUM
2019-03-01,0.543,BELGAUM
2019-03-06,0.4456,BELGAUM
2019-03-11,0.5102,BELGAUM
2019-03-16,0.4616,BELGAUM
2019-03-21,0.4035,BELGAUM
2019-03-26,0.6217,BELGAUM
2019-03-31,0.4854,BELGAUM
2019-04-05,0.6352,BELGAUM
2019-04-10,0.6127,BELGAUM
2019-04-15,0.7665,BELGAUM
2019-04-20,0.7007,BELGAUM
2019-04-25,0.7512,BELGAUM
2019-05-05,0.6647,BELGAUM
2019-05-10,0.6961,BELGAUM
2019-05-15,0.6868,BELGAUM
2019-05-20,0.7078,BELGAUM
2019-05-25,0.6872,BELGAUM
2019-10-02,0.7757,BELGAUM
2019-11-11,0.7034,BELGAUM
2019-11-26,0.7036,BELGAUM
2019-12-06,0.5809,BELGAUM
2019-12-11,0.6568,BELGAUM
2019-12-21,0.6182,BELGAUM
2019-12-26,0.5634,BELGAUM
2019-12-31,0.6866,BELGAUM
2020-01-05,0.6825,BELGAUM
2020-01-10,0.3455,BELGAUM
2020-01-15,0.6085,BELGAUM
2020-01-20,0.5184,BELGAUM
2020-01-25,0.5332,BELGAUM
2020-01-30,0.6099,BELGAUM
2020-02-04,0.5392,BELGAUM
2020-02-09,0.372,BELGAUM
2020-02-14,0.4448,BELGAUM
2020-02-19,0.62,BELGAUM
2020-02-24,0.6157,BELGAUM
2020-02-29,0.578,BELGAUM
2020-03-05,0.7038,BELGAUM
2020-03-10,-0.0078,BELGAUM
2020-03-10,-0.0042,BELGAUM
2020-03-15,0.6023,BELGAUM
2020-03-20,0.5871,BELGAUM
2020-03-25,0.6387,BELGAUM
2020-03-30,0.6337,BELGAUM
2020-04-04,0.5241,BELGAUM
2020-04-09,0.6648,BELGAUM
2020-04-14,0.6305,BELGAUM
2020-04-19,0.7102,BELGAUM
2020-04-24,0.6872,BELGAUM
2020-05-09,0.7525,BELGAUM
2020-05-14,0.7322,BELGAUM
2020-05-24,0.7216,BELGAUM
2020-10-06,0.6971,BELGAUM
2020-10-31,0.5777,BELGAUM
2020-11-05,0.7478,BELGAUM
2020-11-10,0.6972,BELGAUM
2020-11-15,0.727,BELGAUM
2020-11-20,0.6768,BELGAUM
2020-11-25,0.7269,BELGAUM
2020-11-30,0.6562,BELGAUM
2020-12-15,0.683,BELGAUM
2020-12-20,0.6196,BELGAUM
2020-12-25,0.7037,BELGAUM
2020-12-30,0.6451,BELGAUM
2018-02-21,0.1077,YADGIR
2018-03-13,0.1297,YADGIR
2018-04-02,0.0746,YADGIR
2018-12-23,0.1888,YADGIR
2018-12-28,0.1535,YADGIR
2019-01-02,0.1829,YADGIR
2019-01-07,0.1909,YADGIR
2019-01-12,0.1396,YADGIR
2019-01-17,0.1126,YADGIR
2019-01-22,0.1583,YADGIR
2019-02-01,0.1573,YADGIR
2019-02-06,0.105,YADGIR
2019-02-16,0.1247,YADGIR
2019-02-21,0.1558,YADGIR
2019-02-26,0.1084,YADGIR
2019-03-03,0.14,YADGIR
2019-03-08,0.1498,YADGIR
2019-03-13,0.1664,YADGIR
2019-03-18,0.0898,YADGIR
2019-03-23,0.1548,YADGIR
2019-03-28,0.1035,YADGIR
2019-04-02,0.1677,YADGIR
2019-04-07,0.102,YADGIR
2019-04-12,0.172,YADGIR
2019-04-17,0.0941,YADGIR
2019-04-22,0.1665,YADGIR
2019-05-07,0.0976,YADGIR
2019-05-12,0.1652,YADGIR
2019-05-17,0.1187,YADGIR
2019-05-22,0.1677,YADGIR
2019-05-27,0.0949,YADGIR
2019-06-11,0.1392,YADGIR
2019-10-04,0.1261,YADGIR
2019-11-03,0.1461,YADGIR
2019-11-13,0.1539,YADGIR
2019-11-18,0.1879,YADGIR
2019-11-23,0.2174,YADGIR
2019-11-28,0.1853,YADGIR
2019-12-18,0.222,YADGIR
2020-01-12,0.2257,YADGIR
2020-01-17,0.1574,YADGIR
2020-01-22,0.1305,YADGIR
2020-01-27,0.1979,YADGIR
2020-02-01,0.1589,YADGIR
2020-02-06,0.1651,YADGIR
2020-02-16,0.1764,YADGIR
2020-02-21,0.1819,YADGIR
2020-02-26,0.1724,YADGIR
2020-03-02,0.1782,YADGIR
2020-03-07,0.2005,YADGIR
2020-03-12,0.1925,YADGIR
2020-03-17,0.1358,YADGIR
2020-03-22,0.1,YADGIR
2020-03-27,0.1721,YADGIR
2020-04-01,0.1323,YADGIR
2020-04-11,0.16,YADGIR
2020-04-16,0.1461,YADGIR
2020-04-21,0.1184,YADGIR
2020-04-26,0.1537,YADGIR
2020-05-01,0.1006,YADGIR
2020-05-06,0.1527,YADGIR
2020-05-11,0.106,YADGIR
2020-05-26,0.1502,YADGIR
2020-06-25,0.1445,YADGIR
2020-09-08,0.2431,YADGIR
2020-10-18,0.2527,YADGIR
2020-10-28,0.2704,YADGIR
2020-11-02,0.2564,YADGIR
2020-11-17,0.0615,YADGIR
2020-12-02,0.2033,YADGIR
2020-12-07,0.1587,YADGIR
2020-12-12,0.2123,YADGIR
2020-12-17,0.2031,YADGIR
2020-12-22,0.2552,YADGIR
2020-12-27,0.2087,YADGIR
2018-03-10,0.0908,BELLARY
2018-12-20,0.0945,BELLARY
2018-12-25,0.0302,BELLARY
2019-01-04,0.0959,BELLARY
2019-01-09,0.0815,BELLARY
2019-01-14,0.0109,BELLARY
2019-01-19,0.1191,BELLARY
2019-01-24,0.1147,BELLARY
2019-02-03,0.1676,BELLARY
2019-02-08,0.1129,BELLARY
2019-02-13,0.1561,BELLARY
2019-02-18,0.099,BELLARY
2019-02-23,0.006,BELLARY
2019-02-28,0.0154,BELLARY
2019-03-10,0.045,BELLARY
2019-03-15,0.0283,BELLARY
2019-03-20,0.0416,BELLARY
2019-03-25,0.081,BELLARY
2019-03-30,0.1027,BELLARY
2019-04-04,0.1168,BELLARY
2019-04-09,0.1435,BELLARY
2019-04-14,0.1599,BELLARY
2019-04-19,0.107,BELLARY
2019-04-24,0.0792,BELLARY
2019-05-14,0.0437,BELLARY
2019-05-19,0.0481,BELLARY
2019-11-05,0.0883,BELLARY
2019-12-10,0.0306,BELLARY
2019-12-30,0.059,BELLARY
2020-01-04,0.0263,BELLARY
2020-01-09,0.0922,BELLARY
2020-01-14,0.0978,BELLARY
2020-01-19,0.1485,BELLARY
2020-01-24,0.1545,BELLARY
2020-01-29,0.1386,BELLARY
2020-02-03,0.1517,BELLARY
2020-02-08,0.0716,BELLARY
2020-02-13,0.0704,BELLARY
2020-02-18,0.0874,BELLARY
2020-03-14,0.1056,BELLARY
2020-03-19,0.1546,BELLARY
2020-03-24,0.1297,BELLARY
2020-03-29,0.1427,BELLARY
2020-04-08,0.1814,BELLARY
2020-04-13,0.1179,BELLARY
2020-04-13,0.1173,BELLARY
2020-04-18,0.1582,BELLARY
2020-05-28,0.0605,BELLARY
2020-12-14,0.0585,BELLARY
2020-12-24,0.0211,BELLARY
2020-12-29,-0.0043,BELLARY
2018-02-21,0.5643,BIDAR
2018-03-13,0.5169,BIDAR
2018-04-02,0.5246,BIDAR
2018-12-23,0.3186,BIDAR
2018-12-28,0.6334,BIDAR
2019-01-02,0.3101,BIDAR
2019-01-07,0.4038,BIDAR
2019-01-12,0.3421,BIDAR
2019-01-17,0.3848,BIDAR
2019-01-22,0.3893,BIDAR
2019-02-01,0.4045,BIDAR
2019-02-06,0.3497,BIDAR
2019-02-11,0.3245,BIDAR
2019-02-16,0.4373,BIDAR
2019-02-21,0.3382,BIDAR
2019-02-26,0.315,BIDAR
2019-03-03,0.3594,BIDAR
2019-03-08,0.3894,BIDAR
2019-03-13,0.303,BIDAR
2019-03-18,0.3491,BIDAR
2019-03-23,0.3625,BIDAR
2019-03-28,0.3825,BIDAR
2019-04-02,0.4007,BIDAR
2019-04-07,0.4486,BIDAR
2019-04-12,0.4159,BIDAR
2019-04-17,0.4254,BIDAR
2019-04-22,0.4519,BIDAR
2019-05-07,0.4504,BIDAR
2019-05-12,0.3959,BIDAR
2019-05-17,0.4506,BIDAR
2019-05-22,0.3497,BIDAR
2019-05-27,0.3995,BIDAR
2019-06-11,0.5114,BIDAR
2019-10-04,0.6751,BIDAR
2019-11-03,0.6298,BIDAR
2019-11-13,0.6765,BIDAR
2019-11-18,0.5002,BIDAR
2019-11-23,0.5907,BIDAR
2019-11-28,0.4817,BIDAR
2019-12-18,0.4028,BIDAR
2019-12-23,0.6536,BIDAR
2020-01-12,0.4329,BIDAR
2020-01-17,0.3489,BIDAR
2020-01-22,0.4078,BIDAR
2020-01-27,0.3395,BIDAR
2020-02-01,0.3821,BIDAR
2020-02-06,0.2995,BIDAR
2020-02-16,0.3551,BIDAR
2020-02-21,0.3761,BIDAR
2020-02-26,0.3461,BIDAR
2020-03-02,0.4437,BIDAR
2020-03-07,0.4345,BIDAR
2020-03-12,0.4069,BIDAR
2020-03-17,0.4062,BIDAR
2020-03-22,0.4926,BIDAR
2020-03-27,0.4434,BIDAR
2020-03-27,0.4429,BIDAR
2020-04-11,0.5182,BIDAR
2020-04-16,0.3804,BIDAR
2020-04-21,0.5602,BIDAR
2020-04-26,0.4761,BIDAR
2020-05-01,0.466,BIDAR
2020-05-06,0.4308,BIDAR
2020-05-16,0.4767,BIDAR
2020-05-26,0.4457,BIDAR
2020-05-31,0.4902,BIDAR
2020-06-05,-0.0322,BIDAR
2020-06-25,0.6318,BIDAR
2020-09-08,0.6277,BIDAR
2020-10-23,0.5997,BIDAR
2020-10-28,0.6217,BIDAR
2020-11-02,0.5142,BIDAR
2020-11-07,0.6535,BIDAR
2020-11-17,0.6744,BIDAR
2020-11-22,0.5016,BIDAR
2020-12-02,0.5275,BIDAR
2020-12-07,0.6173,BIDAR
2020-12-12,0.4953,BIDAR
2020-12-17,0.5387,BIDAR
2020-12-22,0.5385,BIDAR
2020-12-27,0.5111,BIDAR
2018-03-13,0.3929,BIJAPUR
2018-04-02,0.3751,BIJAPUR
2018-12-23,0.3525,BIJAPUR
2018-12-28,0.465,BIJAPUR
2019-01-02,0.4836,BIJAPUR
2019-01-07,0.3287,BIJAPUR
2019-01-12,0.3209,BIJAPUR
2019-01-17,0.2746,BIJAPUR
2019-01-22,0.3311,BIJAPUR
2019-02-01,0.3299,BIJAPUR
2019-02-06,0.3181,BIJAPUR
2019-02-11,0.1648,BIJAPUR
2019-02-16,0.3881,BIJAPUR
2019-02-21,0.3396,BIJAPUR
2019-02-26,0.33,BIJAPUR
2019-03-03,0.274,BIJAPUR
2019-03-08,0.2836,BIJAPUR
2019-03-13,0.2169,BIJAPUR
2019-03-18,0.2327,BIJAPUR
2019-03-23,0.2387,BIJAPUR
2019-03-28,0.1953,BIJAPUR
2019-04-02,0.3019,BIJAPUR
2019-04-07,0.2773,BIJAPUR
2019-04-12,0.2958,BIJAPUR
2019-04-17,0.2988,BIJAPUR
2019-04-22,0.3613,BIJAPUR
2019-04-27,0.2352,BIJAPUR
2019-05-07,0.2865,BIJAPUR
2019-05-12,0.3249,BIJAPUR
2019-05-17,0.3081,BIJAPUR
2019-05-22,0.3435,BIJAPUR
2019-05-27,0.3728,BIJAPUR
2019-09-29,0.7017,BIJAPUR
2019-11-08,0.7083,BIJAPUR
2019-11-13,0.5202,BIJAPUR
2019-11-23,0.5692,BIJAPUR
2019-12-18,0.5518,BIJAPUR
2019-12-23,0.4553,BIJAPUR
2020-01-17,0.3946,BIJAPUR
2020-01-22,0.5845,BIJAPUR
2020-01-27,0.3957,BIJAPUR
2020-02-01,0.4056,BIJAPUR
2020-02-06,0.3395,BIJAPUR
2020-02-16,0.3885,BIJAPUR
2020-02-21,0.3946,BIJAPUR
2020-02-26,0.34,BIJAPUR
2020-03-02,0.3514,BIJAPUR
2020-03-07,0.3755,BIJAPUR
2020-03-12,0.3519,BIJAPUR
2020-03-17,0.3066,BIJAPUR
2020-03-22,0.346,BIJAPUR
2020-03-27,0.3259,BIJAPUR
2020-04-01,0.2883,BIJAPUR
2020-04-11,0.3012,BIJAPUR
2020-04-16,0.2489,BIJAPUR
2020-04-21,0.366,BIJAPUR
2020-04-26,0.3693,BIJAPUR
2020-05-01,0.3283,BIJAPUR
2020-05-06,0.3044,BIJAPUR
2020-05-11,0.3844,BIJAPUR
2020-05-26,0.3682,BIJAPUR
2020-06-05,0.5141,BIJAPUR
2020-06-10,0.475,BIJAPUR
2020-06-25,0.4106,BIJAPUR
2020-10-08,0.7156,BIJAPUR
2020-10-18,0.7978,BIJAPUR
2020-10-28,0.3447,BIJAPUR
2020-11-02,0.7023,BIJAPUR
2020-11-12,0.6291,BIJAPUR
2020-11-22,0.5302,BIJAPUR
2020-12-02,0.6203,BIJAPUR
2020-12-07,0.6426,BIJAPUR
2020-12-12,0.6527,BIJAPUR
2020-12-17,0.5767,BIJAPUR
2020-12-27,0.4021,BIJAPUR
2018-01-02,0.1918,CHAMARAJANAGAR
2018-02-21,0.168,CHAMARAJANAGAR
2018-12-18,0.2108,CHAMARAJANAGAR
2018-12-23,0.2817,CHAMARAJANAGAR
2018-12-28,0.2482,CHAMARAJANAGAR
2019-01-02,0.2366,CHAMARAJANAGAR
2019-01-07,0.237,CHAMARAJANAGAR
2019-01-12,0.2132,CHAMARAJANAGAR
2019-01-17,0.2065,CHAMARAJANAGAR
2019-02-01,0.1469,CHAMARAJANAGAR
2019-02-06,0.152,CHAMARAJANAGAR
2019-02-11,0.1643,CHAMARAJANAGAR
2019-02-16,0.1276,CHAMARAJANAGAR
2019-02-21,0.158,CHAMARAJANAGAR
2019-02-26,0.1594,CHAMARAJANAGAR
2019-03-03,0.1203,CHAMARAJANAGAR
2019-03-08,0.1341,CHAMARAJANAGAR
2019-03-13,0.1371,CHAMARAJANAGAR
2019-03-18,0.1622,CHAMARAJANAGAR
2019-03-23,0.1048,CHAMARAJANAGAR
2019-03-28,0.1385,CHAMARAJANAGAR
2019-04-02,0.1004,CHAMARAJANAGAR
2019-04-07,0.1145,CHAMARAJANAGAR
2019-04-12,0.1006,CHAMARAJANAGAR
2019-04-17,0.1149,CHAMARAJANAGAR
2019-04-22,0.1028,CHAMARAJANAGAR
2019-05-12,0.1372,CHAMARAJANAGAR
2019-05-17,0.1003,CHAMARAJANAGAR
2019-05-22,0.1254,CHAMARAJANAGAR
2019-09-29,0.0285,CHAMARAJANAGAR
2019-11-13,0.3945,CHAMARAJANAGAR
2019-11-23,0.3708,CHAMARAJANAGAR
2019-12-13,0.3688,CHAMARAJANAGAR
2019-12-18,0.3213,CHAMARAJANAGAR
2019-12-28,0.3281,CHAMARAJANAGAR
2020-01-12,0.268,CHAMARAJANAGAR
2020-01-17,0.2536,CHAMARAJANAGAR
2020-01-22,0.2103,CHAMARAJANAGAR
2020-01-27,0.2719,CHAMARAJANAGAR
2020-02-01,0.196,CHAMARAJANAGAR
2020-02-11,0.206,CHAMARAJANAGAR
2020-02-16,0.2543,CHAMARAJANAGAR
2020-02-21,0.2353,CHAMARAJANAGAR
2020-02-26,0.2329,CHAMARAJANAGAR
2020-03-07,0.2719,CHAMARAJANAGAR
2020-03-12,0.2225,CHAMARAJANAGAR
2020-03-17,0.1853,CHAMARAJANAGAR
2020-03-22,0.1722,CHAMARAJANAGAR
2020-04-01,0.1655,CHAMARAJANAGAR
2020-04-06,0.1833,CHAMARAJANAGAR
2020-04-11,0.2042,CHAMARAJANAGAR
2020-04-16,0.2328,CHAMARAJANAGAR
2020-04-21,0.1879,CHAMARAJANAGAR
2020-05-26,0.2717,CHAMARAJANAGAR
2020-06-25,0.288,CHAMARAJANAGAR
2020-10-08,0.4266,CHAMARAJANAGAR
2020-10-28,0.2067,CHAMARAJANAGAR
2020-11-02,0.1725,CHAMARAJANAGAR
2020-11-22,0.1382,CHAMARAJANAGAR
2020-12-12,0.1514,CHAMARAJANAGAR
2020-12-22,0.1774,CHAMARAJANAGAR
2020-12-27,0.1816,CHAMARAJANAGAR
